f_1,f_2,f_3,f_4,f_5,f_6,f_7,e_1,e_2,e_3,e_4,t,y,y_obs
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.08152793614595207,-0.8044827655451643,-0.593975992731023,0.08152793614595207,0.9165867842673422,0.9224137931034404
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.30387685290763955,0.49176934291490587,-0.8707255097727651,0.30387685290763955,0.5544397804129427,0.5431034482758574
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.736602052451539,-0.763689681056902,0.6455835120626976,0.736602052451539,0.0764755434890051,0.06896551724137871
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.558722919042189,0.3317782082978298,-0.9433574192736717,0.558722919042189,0.8573882385361138,0.8706896551724064
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.04104903078677307,0.8862293653821114,-0.46324670741886553,0.04104903078677307,0.9915953455368333,0.9827586206896467
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.30501710376282765,0.44135494185376073,-0.8973326112993237,0.30501710376282765,0.9134619968435327,0.9051724137930957
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6145952109464079,-0.6335755450062018,0.7736808313316897,0.6145952109464079,0.06515353574300292,0.07758620689655106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8072976054732037,0.45807126727224184,-0.8889154707280114,0.8072976054732037,0.393142567145254,0.3965517241379276
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04903078677309006,0.6365783002486579,-0.7712120769623162,0.04903078677309006,0.9621119212603452,0.9655172413793021
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7987457240592927,0.785447174451521,-0.6189287003735745,0.7987457240592927,0.9945021998362464,0.9827586206896467
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8791334093500566,-0.025623877891188498,0.999671654535537,0.8791334093500566,0.9660089314522462,0.9655172413793021
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12200684150513107,-0.18182614181739779,0.9833306941979384,0.12200684150513107,0.06691576195285438,0.07758620689655106
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.413340935005701,0.9697249202084524,-0.24419987536178436,0.413340935005701,0.45475464666406673,0.4482758620689617
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2793614595210945,0.9857376474685523,0.16828930555196958,0.2793614595210945,0.3160576823451329,0.32758620689654894
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6351197263397944,0.3335434504480693,0.9427347276212945,0.6351197263397944,0.48837109812627205,0.49137931034482335
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.13968072976054724,0.6448684728097779,0.7642935645260824,0.13968072976054724,0.21244865351205255,0.1982758620689638
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9104903078677304,0.9995916743583357,0.02857419383813418,0.9104903078677304,0.28271663001625996,0.27586206896551485
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.07639680729760544,-0.6274295274606627,-0.7786733513293553,0.07639680729760544,0.7997825367113138,0.8017241379310276
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.518814139110604,0.7228830485156449,0.690970403250912,0.518814139110604,0.6696893391719301,0.6810344827586149
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7103762827822118,-0.8199335607342693,-0.5724586936903155,0.7103762827822118,0.5570885613831912,0.5689655172413745
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8072976054732037,0.45807126727224184,-0.8889154707280114,0.8072976054732037,0.19207028772348483,0.20689655172413615
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.559293044469783,0.3047554539977206,-0.9524306343554072,0.559293044469783,0.829962749817987,0.8189655172413723
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6402508551881411,0.5618464949146109,0.8272415101723113,0.6402508551881411,0.35274419106898103,0.3620689655172383
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3249714937286201,-0.5146603144600466,-0.8573941688161203,0.3249714937286201,0.945854643341602,0.9310344827586127
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.388825541619156,0.557790379504264,0.8299818627732108,0.388825541619156,0.5655993740562961,0.5775862068965467
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.4526795895096919,-0.5994636985365448,-0.8004019453605086,0.4526795895096919,0.6846119816053247,0.6810344827586149
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.07981755986316985,-0.7508085494864599,-0.6605198876779096,0.07981755986316985,0.08524490774845986,0.0862068965517234
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2160775370581527,-0.9816822449212584,-0.19052551011966434,0.2160775370581527,0.9457017893467706,0.9310344827586127
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.883124287343215,0.17304179048723037,0.9849144829603093,0.883124287343215,0.4217836415479812,0.4224137931034447
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.01425313568985176,0.6538462722389539,0.756627419724678,0.01425313568985176,0.08839845398359669,0.07758620689655106
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.38084378563283905,0.19144420793296135,0.9815034973187416,0.38084378563283905,0.6884404572525884,0.6896551724137872
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6909920182440134,0.007918194542488195,-0.9999686506062015,0.6909920182440134,0.07525643190100928,0.0862068965517234
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16875712656784483,0.8343329509333117,-0.5512608520355059,0.16875712656784483,0.8242496605564733,0.8189655172413723
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11288483466362594,-0.5963477534597702,0.8027262029755133,0.11288483466362594,0.9194978995868107,0.9224137931034404
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8802736602052447,0.031380707369183955,0.9995075043265108,0.8802736602052447,0.5110603907794167,0.508620689655168
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.07810718358038765,-0.6916466651621581,-0.7222360352198343,0.07810718358038765,0.9718714946620751,0.9827586206896467
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7879133409350053,0.992102768765606,-0.1254276532811568,0.7879133409350053,0.9840036184004894,0.9913793103448191
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.21664766248574674,-0.9867138471065955,-0.16246779351028906,0.21664766248574674,0.09050438197201525,0.07758620689655106
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9629418472063849,-0.8537797583358457,-0.5206343479410332,0.9629418472063849,0.9512809250429974,0.9655172413793021
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9150513112884829,0.9801713213166366,-0.1981519136127603,0.9150513112884829,0.16260246345605567,0.15517241379310212
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6647662485746861,0.968517932859063,-0.24894379632842425,0.6647662485746861,0.7445025457144573,0.7499999999999936
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9218928164196118,0.8569121096818638,-0.5154625459532217,0.9218928164196118,0.9177021202038503,0.9224137931034404
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9042189281641957,0.9420364733299537,0.3355104810822809,0.9042189281641957,0.556502893978547,0.5517241379310297
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9897377423033062,-0.7022801355259386,0.7119007032203785,0.9897377423033062,0.4882599997801147,0.4999999999999957
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7069555302166473,-0.7105343633208849,-0.7036625032927255,0.7069555302166473,0.3193197656994802,0.31034482758620424
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5610034207525653,0.2222902299746025,-0.9749805401431552,0.5610034207525653,0.327983891770532,0.32758620689654894
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22862029646522222,-0.9066843079816174,0.42180986908783363,0.22862029646522222,0.9898532559169574,0.9827586206896467
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.32440136830102606,-0.4900134193836837,-0.8717148896421982,0.32440136830102606,0.9459645764531607,0.939655172413785
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.38768529076396785,0.5095903498415977,0.8604171519375459,0.38768529076396785,0.5824544857884693,0.5775862068965467
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.05302166476624855,0.47107530092498456,-0.8820930001187148,0.05302166476624855,0.26854948883824126,0.27586206896551485
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8078677309007978,0.43254892988515686,-0.9016104609282245,0.8078677309007978,0.3761958363132013,0.3706896551724106
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.049600912200684126,0.6143382701770799,-0.7890427680397516,0.049600912200684126,0.08595187103061361,0.07758620689655106
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39566704675028486,0.8038837851362005,0.5947863986298737,0.39566704675028486,0.3041738646654211,0.3017241379310319
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2576966932725198,0.3131082112990786,0.949717456940269,0.2576966932725198,0.505669036974898,0.508620689655168
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7001140250855185,-0.43332786176306953,-0.9012363531393115,0.7001140250855185,0.07292911111434774,0.07758620689655106
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5210946408209803,0.7968061168608528,0.6042350636409054,0.5210946408209803,0.8131752678698143,0.8017241379310276
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6590649942987454,0.9994398264965404,0.033466897265294344,0.6590649942987454,0.25750192630678315,0.26724137931034253
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.20524515393386533,-0.7429585742843976,-0.6693374013883397,0.20524515393386533,0.9862133328816045,0.9827586206896467
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9201824401368296,0.8978085530539124,-0.4403859694214155,0.9201824401368296,0.20556295998235638,0.1982758620689638
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6356898517673885,0.3602781521523707,0.9328449244551171,0.6356898517673885,0.7246768758890083,0.7241379310344765
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6191562143671605,-0.4422589935258064,0.8968873857099009,0.6191562143671605,0.06540345392547964,0.06896551724137871
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.33238312428734307,-0.7902353435301488,-0.6128034773365665,0.33238312428734307,0.47883486768021066,0.49137931034482335
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3836944127708094,0.3289247258477543,0.9443561429492476,0.3836944127708094,0.5908177789776775,0.5775862068965467
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8865450399087794,0.3381541828121081,0.9410907228565561,0.8865450399087794,0.9807911199437219,0.9827586206896467
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8791334093500566,-0.025623877891188498,0.999671654535537,0.8791334093500566,0.683174597175274,0.6724137931034425
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6704675028506268,0.8594250553090151,-0.5112617473536388,0.6704675028506268,0.06119711384037144,0.06896551724137871
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.04503990877993156,0.7768181665199824,-0.6297249686684918,0.04503990877993156,0.9470012133791812,0.939655172413785
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5239452679589507,0.8745573172696256,0.48492215747494494,0.5239452679589507,0.975143757757208,0.9827586206896467
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.18015963511972624,0.40483301539761524,-0.9143906329594995,0.18015963511972624,0.09330214861742259,0.09482758620689574
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.18415051311288475,0.2155473342376133,-0.9764933930667729,0.18415051311288475,0.12045228593661966,0.12068965517241276
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0005701254275940704,0.028502410801539018,0.9995937237590584,0.0005701254275940704,0.5228269152067979,0.508620689655168
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.11288483466362594,-0.5963477534597702,0.8027262029755133,0.11288483466362594,0.752270600952217,0.7413793103448212
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9908779931584943,-0.6605738032528298,0.7507611141076047,0.9908779931584943,0.9726166945390351,0.9827586206896467
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2810718358038767,0.9965096294107889,0.08347789223244712,0.2810718358038767,0.7020550656017073,0.6896551724137872
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7069555302166473,-0.7105343633208849,-0.7036625032927255,0.7069555302166473,0.35113817304544004,0.33620689655172126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9789053591790189,-0.9687683110913394,0.2479676580226423,0.9789053591790189,0.4482320317515924,0.4482758620689617
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.37628278221208644,-0.035409407216396335,0.9993728903070084,0.37628278221208644,0.916494265166445,0.9310344827586127
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7309007981755983,-0.9144197025859098,0.40476734987236335,0.7309007981755983,0.8147113869906053,0.8103448275862
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.08209806157354614,-0.8210856710623479,-0.5708049761311599,0.08209806157354614,0.1288780845734939,0.1293103448275851
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.33922462941847187,-0.9500100868844329,-0.3122192095592974,0.33922462941847187,0.006061047838488896,0.008620689655172339
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5205245153933863,0.7792602374623473,0.6267004725625521,0.5205245153933863,0.7784167879763735,0.7931034482758552
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.30957810718358025,0.22706013993004037,-0.9738807385172739,0.30957810718358025,0.7232934202978925,0.7327586206896489
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.39908779931584926,0.8933896424065604,0.44928270258343805,0.39908779931584926,0.07747235798817825,0.07758620689655106
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.36374002280501694,-0.6151331062711847,0.7884232756388941,0.36374002280501694,0.24493321115917877,0.24999999999999786
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6066134549600909,-0.8844218827483759,0.46668826138635405,0.6066134549600909,0.027077738493036144,0.017241379310344678
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04218928164196121,0.8583928749464033,-0.5129928578852229,0.04218928164196121,0.44199851222230174,0.4482758620689617
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14595210946408202,0.8491744770223154,0.5281124005113658,0.14595210946408202,0.30787703819537116,0.31896551724137656
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3118586088939565,0.11477929477833447,-0.9933910174197207,0.3118586088939565,0.05309062663316061,0.06034482758620638
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9184720638540474,0.9321429034549257,-0.36209060680804883,0.9184720638540474,0.20616139279630813,0.1982758620689638
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4082098061573544,0.9999513714592508,0.009861780608158082,0.4082098061573544,0.4570444273646936,0.4482758620689617
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.008551881413911055,0.41468269067827956,0.9099660796160602,0.008551881413911055,0.8577317843535783,0.862068965517234
