f_1,f_2,f_3,f_4,f_5,e_1,e_2,e_3,e_4,t,y,y_obs
0.0,1.0,1.0,0.0,1.0,1.0,0.16419612314709228,0.9373595737447618,-0.34836335844781186,0.16419612314709228,0.9899391254515875,0.9827586206896467
0.0,0.0,0.0,1.0,1.0,1.0,0.6026225769669324,-0.95938039931377,0.282115666726525,0.6026225769669324,0.9882013981026285,0.9913793103448191
0.0,0.0,1.0,1.0,1.0,1.0,0.3084378563283921,0.28218456129843045,-0.9593601374691428,0.3084378563283921,0.22102703403756907,0.2155172413793085
0.0,0.0,1.0,0.0,1.0,1.0,0.08551881413911055,-0.9062587739476776,-0.42272335474025063,0.08551881413911055,0.43640686895279607,0.431034482758617
0.0,0.0,0.0,1.0,1.0,1.0,0.030216647662485732,0.9982027013683132,0.059928014993008774,0.030216647662485732,0.028669556074351905,0.02586206896551702
0.0,0.0,1.0,0.0,0.0,1.0,0.7588369441277077,0.24035869609954363,0.9706841387440754,0.7588369441277077,0.45599910360329,0.4482758620689617
1.0,1.0,0.0,1.0,1.0,1.0,0.5598631698973772,0.27748506989709115,-0.9607299495613774,0.5598631698973772,0.13485692950768693,0.1293103448275851
1.0,1.0,1.0,1.0,1.0,1.0,0.2810718358038767,0.9965096294107889,0.08347789223244712,0.2810718358038767,0.0038399033854935316,0.017241379310344678
1.0,0.0,1.0,0.0,1.0,1.0,0.631128848346636,0.14005393010098202,0.9901438767488637,0.631128848346636,0.15107978393348298,0.15517241379310212
1.0,0.0,0.0,0.0,1.0,1.0,0.7462941847206381,-0.3750054069121549,0.9270226236649508,0.7462941847206381,-0.0052213450439242415,0.008620689655172339
1.0,0.0,1.0,0.0,1.0,1.0,0.8551881413911055,-0.9400885969340179,0.34093024200652805,0.8551881413911055,0.0016849646820177588,0.008620689655172339
1.0,0.0,0.0,0.0,1.0,1.0,0.736602052451539,-0.763689681056902,0.6455835120626976,0.736602052451539,0.010732991155069704,0.017241379310344678
1.0,1.0,0.0,1.0,0.0,1.0,0.3295324971493727,-0.6951737562418139,-0.7188417410199879,0.3295324971493727,0.9950964312932217,0.9913793103448191
0.0,1.0,1.0,0.0,1.0,1.0,0.7924743443557578,0.9380597872282505,-0.34647342695405875,0.7924743443557578,0.9905551027817495,0.9827586206896467
1.0,1.0,0.0,1.0,0.0,1.0,0.3249714937286201,-0.5146603144600466,-0.8573941688161203,0.3249714937286201,0.986786876353038,0.9913793103448191
1.0,1.0,1.0,1.0,1.0,1.0,0.5245153933865447,0.8880234559493955,0.45979815319734807,0.5245153933865447,0.008538026560381252,0.017241379310344678
1.0,0.0,0.0,0.0,0.0,1.0,0.33922462941847187,-0.9500100868844329,-0.3122192095592974,0.33922462941847187,0.5118266122772233,0.508620689655168
0.0,0.0,0.0,0.0,0.0,1.0,0.08152793614595207,-0.8044827655451643,-0.593975992731023,0.08152793614595207,0.9133676041554676,0.9224137931034404
1.0,0.0,0.0,1.0,0.0,1.0,0.30387685290763955,0.49176934291490587,-0.8707255097727651,0.30387685290763955,0.5535784855533783,0.5431034482758574
0.0,0.0,0.0,1.0,0.0,1.0,0.736602052451539,-0.763689681056902,0.6455835120626976,0.736602052451539,0.07858996006141553,0.06896551724137871
0.0,0.0,0.0,0.0,0.0,1.0,0.558722919042189,0.3317782082978298,-0.9433574192736717,0.558722919042189,0.8716664893643357,0.8706896551724064
0.0,1.0,1.0,0.0,1.0,1.0,0.04104903078677307,0.8862293653821114,-0.46324670741886553,0.04104903078677307,0.9891210103386806,0.9827586206896467
0.0,0.0,1.0,0.0,0.0,1.0,0.04903078677309006,0.6365783002486579,-0.7712120769623162,0.04903078677309006,0.9543036978807398,0.9655172413793021
0.0,1.0,1.0,0.0,1.0,1.0,0.7987457240592927,0.785447174451521,-0.6189287003735745,0.7987457240592927,0.9846252966515053,0.9827586206896467
1.0,0.0,1.0,1.0,1.0,1.0,0.8791334093500566,-0.025623877891188498,0.999671654535537,0.8791334093500566,0.961607995331391,0.9655172413793021
0.0,0.0,1.0,1.0,0.0,1.0,0.413340935005701,0.9697249202084524,-0.24419987536178436,0.413340935005701,0.4390738602282301,0.4482758620689617
1.0,1.0,1.0,1.0,0.0,1.0,0.6351197263397944,0.3335434504480693,0.9427347276212945,0.6351197263397944,0.49448150454369,0.49137931034482335
0.0,0.0,0.0,1.0,1.0,1.0,0.13968072976054724,0.6448684728097779,0.7642935645260824,0.13968072976054724,0.20431333305978108,0.1982758620689638
1.0,0.0,1.0,1.0,0.0,1.0,0.9104903078677304,0.9995916743583357,0.02857419383813418,0.9104903078677304,0.2905927100933401,0.27586206896551485
0.0,0.0,0.0,1.0,1.0,1.0,0.07639680729760544,-0.6274295274606627,-0.7786733513293553,0.07639680729760544,0.8101960731622759,0.8017241379310276
1.0,1.0,1.0,0.0,0.0,1.0,0.7103762827822118,-0.8199335607342693,-0.5724586936903155,0.7103762827822118,0.5617984326715536,0.5689655172413745
0.0,0.0,0.0,1.0,0.0,1.0,0.559293044469783,0.3047554539977206,-0.9524306343554072,0.559293044469783,0.8040805928488242,0.8189655172413723
0.0,0.0,0.0,0.0,0.0,1.0,0.3249714937286201,-0.5146603144600466,-0.8573941688161203,0.3249714937286201,0.9283671925175546,0.9310344827586127
1.0,0.0,0.0,0.0,0.0,1.0,0.388825541619156,0.557790379504264,0.8299818627732108,0.388825541619156,0.5708520803368077,0.5775862068965467
1.0,1.0,1.0,0.0,1.0,1.0,0.4526795895096919,-0.5994636985365448,-0.8004019453605086,0.4526795895096919,0.6931829413897115,0.6810344827586149
0.0,1.0,0.0,0.0,0.0,1.0,0.07981755986316985,-0.7508085494864599,-0.6605198876779096,0.07981755986316985,0.07714266827818328,0.0862068965517234
0.0,1.0,1.0,0.0,0.0,1.0,0.883124287343215,0.17304179048723037,0.9849144829603093,0.883124287343215,0.4265952943600718,0.4224137931034447
1.0,1.0,0.0,0.0,0.0,1.0,0.01425313568985176,0.6538462722389539,0.756627419724678,0.01425313568985176,0.06809993683164482,0.07758620689655106
0.0,0.0,0.0,0.0,1.0,1.0,0.6909920182440134,0.007918194542488195,-0.9999686506062015,0.6909920182440134,0.0901076313730449,0.0862068965517234
0.0,0.0,1.0,1.0,1.0,1.0,0.11288483466362594,-0.5963477534597702,0.8027262029755133,0.11288483466362594,0.9320916963934657,0.9224137931034404
0.0,0.0,0.0,0.0,1.0,1.0,0.8802736602052447,0.031380707369183955,0.9995075043265108,0.8802736602052447,0.49482840271511286,0.508620689655168
0.0,1.0,0.0,1.0,0.0,1.0,0.07810718358038765,-0.6916466651621581,-0.7222360352198343,0.07810718358038765,0.9771984684445125,0.9827586206896467
0.0,1.0,1.0,0.0,1.0,1.0,0.7879133409350053,0.992102768765606,-0.1254276532811568,0.7879133409350053,0.9858289850414749,0.9913793103448191
0.0,0.0,0.0,1.0,0.0,1.0,0.21664766248574674,-0.9867138471065955,-0.16246779351028906,0.21664766248574674,0.07383420166917462,0.07758620689655106
1.0,1.0,1.0,1.0,0.0,1.0,0.9629418472063849,-0.8537797583358457,-0.5206343479410332,0.9629418472063849,0.9673460911039354,0.9655172413793021
0.0,0.0,0.0,0.0,1.0,1.0,0.9150513112884829,0.9801713213166366,-0.1981519136127603,0.9150513112884829,0.15649733774578783,0.15517241379310212
0.0,0.0,0.0,0.0,0.0,1.0,0.6647662485746861,0.968517932859063,-0.24894379632842425,0.6647662485746861,0.7371845233255881,0.7499999999999936
0.0,1.0,0.0,0.0,1.0,1.0,0.9218928164196118,0.8569121096818638,-0.5154625459532217,0.9218928164196118,0.9302476737014229,0.9224137931034404
0.0,1.0,0.0,0.0,0.0,1.0,0.9042189281641957,0.9420364733299537,0.3355104810822809,0.9042189281641957,0.54786688219682,0.5517241379310297
0.0,0.0,0.0,0.0,1.0,1.0,0.9897377423033062,-0.7022801355259386,0.7119007032203785,0.9897377423033062,0.5131202216978336,0.4999999999999957
1.0,1.0,1.0,0.0,1.0,1.0,0.22862029646522222,-0.9066843079816174,0.42180986908783363,0.22862029646522222,0.9729310203429606,0.9827586206896467
0.0,0.0,0.0,0.0,0.0,1.0,0.32440136830102606,-0.4900134193836837,-0.8717148896421982,0.32440136830102606,0.9277814495882926,0.939655172413785
1.0,0.0,0.0,0.0,0.0,1.0,0.38768529076396785,0.5095903498415977,0.8604171519375459,0.38768529076396785,0.5680342678390968,0.5775862068965467
0.0,0.0,0.0,1.0,1.0,1.0,0.05302166476624855,0.47107530092498456,-0.8820930001187148,0.05302166476624855,0.2799978908057524,0.27586206896551485
0.0,1.0,0.0,1.0,0.0,1.0,0.8078677309007978,0.43254892988515686,-0.9016104609282245,0.8078677309007978,0.37046118690674634,0.3706896551724106
1.0,0.0,1.0,1.0,0.0,1.0,0.049600912200684126,0.6143382701770799,-0.7890427680397516,0.049600912200684126,0.08983544216558134,0.07758620689655106
0.0,0.0,1.0,1.0,1.0,1.0,0.39566704675028486,0.8038837851362005,0.5947863986298737,0.39566704675028486,0.28968122538099966,0.3017241379310319
1.0,0.0,0.0,0.0,0.0,1.0,0.2576966932725198,0.3131082112990786,0.949717456940269,0.2576966932725198,0.5235761144879901,0.508620689655168
1.0,1.0,0.0,1.0,1.0,1.0,0.7001140250855185,-0.43332786176306953,-0.9012363531393115,0.7001140250855185,0.08938860025762643,0.07758620689655106
0.0,1.0,0.0,0.0,0.0,1.0,0.6191562143671605,-0.4422589935258064,0.8968873857099009,0.6191562143671605,0.059631384982043345,0.06896551724137871
0.0,1.0,1.0,1.0,0.0,1.0,0.33238312428734307,-0.7902353435301488,-0.6128034773365665,0.33238312428734307,0.5061576651738633,0.49137931034482335
0.0,0.0,1.0,1.0,1.0,1.0,0.3836944127708094,0.3289247258477543,0.9443561429492476,0.3836944127708094,0.5626744358373015,0.5775862068965467
1.0,0.0,1.0,1.0,1.0,1.0,0.8865450399087794,0.3381541828121081,0.9410907228565561,0.8865450399087794,0.9816382511083136,0.9827586206896467
1.0,0.0,0.0,0.0,0.0,1.0,0.8791334093500566,-0.025623877891188498,0.999671654535537,0.8791334093500566,0.6746640576296017,0.6724137931034425
0.0,0.0,1.0,1.0,1.0,1.0,0.6704675028506268,0.8594250553090151,-0.5112617473536388,0.6704675028506268,0.06393477903856289,0.06896551724137871
1.0,0.0,0.0,1.0,1.0,1.0,0.18415051311288475,0.2155473342376133,-0.9764933930667729,0.18415051311288475,0.1174902826542234,0.12068965517241276
0.0,0.0,0.0,1.0,1.0,1.0,0.0005701254275940704,0.028502410801539018,0.9995937237590584,0.0005701254275940704,0.49823714750748677,0.508620689655168
0.0,0.0,0.0,0.0,0.0,1.0,0.11288483466362594,-0.5963477534597702,0.8027262029755133,0.11288483466362594,0.7323921549975326,0.7413793103448212
0.0,0.0,1.0,1.0,1.0,1.0,0.9908779931584943,-0.6605738032528298,0.7507611141076047,0.9908779931584943,0.9746282009364267,0.9827586206896467
0.0,0.0,0.0,0.0,0.0,1.0,0.2810718358038767,0.9965096294107889,0.08347789223244712,0.2810718358038767,0.6792282807739447,0.6896551724137872
1.0,1.0,1.0,1.0,1.0,1.0,0.7069555302166473,-0.7105343633208849,-0.7036625032927255,0.7069555302166473,0.3492994596681838,0.33620689655172126
0.0,0.0,0.0,0.0,1.0,1.0,0.9789053591790189,-0.9687683110913394,0.2479676580226423,0.9789053591790189,0.44632347997223465,0.4482758620689617
1.0,1.0,1.0,0.0,1.0,1.0,0.37628278221208644,-0.035409407216396335,0.9993728903070084,0.37628278221208644,0.9227297286250955,0.9310344827586127
1.0,0.0,0.0,1.0,1.0,1.0,0.7309007981755983,-0.9144197025859098,0.40476734987236335,0.7309007981755983,0.806248938106947,0.8103448275862
0.0,1.0,1.0,1.0,1.0,1.0,0.5205245153933863,0.7792602374623473,0.6267004725625521,0.5205245153933863,0.7798330290061977,0.7931034482758552
0.0,0.0,0.0,1.0,0.0,1.0,0.30957810718358025,0.22706013993004037,-0.9738807385172739,0.30957810718358025,0.7200796502439515,0.7327586206896489
0.0,0.0,0.0,1.0,1.0,1.0,0.39908779931584926,0.8933896424065604,0.44928270258343805,0.39908779931584926,0.09062478423871681,0.07758620689655106
0.0,1.0,0.0,0.0,0.0,1.0,0.6066134549600909,-0.8844218827483759,0.46668826138635405,0.6066134549600909,0.008262094333516365,0.017241379310344678
0.0,1.0,0.0,0.0,0.0,1.0,0.04218928164196121,0.8583928749464033,-0.5129928578852229,0.04218928164196121,0.4450714850570011,0.4482758620689617
0.0,0.0,0.0,0.0,1.0,1.0,0.14595210946408202,0.8491744770223154,0.5281124005113658,0.14595210946408202,0.30506381711724256,0.31896551724137656
0.0,0.0,0.0,0.0,1.0,1.0,0.3118586088939565,0.11477929477833447,-0.9933910174197207,0.3118586088939565,0.0748154006146417,0.06034482758620638
0.0,0.0,1.0,1.0,0.0,1.0,0.4082098061573544,0.9999513714592508,0.009861780608158082,0.4082098061573544,0.43871227122206924,0.4482758620689617
0.0,1.0,1.0,0.0,1.0,1.0,0.008551881413911055,0.41468269067827956,0.9099660796160602,0.008551881413911055,0.8494065026626999,0.862068965517234
0.0,1.0,1.0,1.0,0.0,1.0,0.6356898517673885,0.3602781521523707,0.9328449244551171,0.6356898517673885,0.8097297550762583,0.8017241379310276
0.0,1.0,0.0,1.0,0.0,1.0,0.09350057012542755,-0.9993021786612238,-0.03735178339693896,0.09350057012542755,0.918741456346688,0.9224137931034404
0.0,1.0,1.0,1.0,0.0,1.0,0.550741163055872,0.6722736238548385,-0.7403027587879728,0.550741163055872,0.49737121599157,0.4999999999999957
0.0,0.0,1.0,0.0,1.0,1.0,0.850057012542759,-0.9958305073549115,0.09122280757167718,0.850057012542759,0.14283043932325534,0.13793103448275743
1.0,0.0,0.0,0.0,1.0,1.0,0.4122006841505129,0.9820642502869739,-0.18854656800982647,0.4122006841505129,0.86542983733805,0.8534482758620616
0.0,0.0,1.0,0.0,1.0,1.0,0.6288483466362597,0.026487697650260343,0.9996491393850089,0.6288483466362597,0.17819809132102,0.18965517241379148
0.0,0.0,1.0,1.0,0.0,1.0,0.5410490307867728,0.9397445513766527,-0.34187743148370253,0.5410490307867728,0.49947247812432755,0.508620689655168
1.0,0.0,0.0,0.0,1.0,1.0,0.005131128848346634,0.2537512146915578,0.967269518305296,0.005131128848346634,0.3092930187661563,0.3017241379310319
0.0,0.0,0.0,1.0,1.0,1.0,0.7069555302166473,-0.7105343633208849,-0.7036625032927255,0.7069555302166473,0.8677940154496797,0.8793103448275786
0.0,0.0,0.0,1.0,1.0,1.0,0.18072976054732032,0.37860620390822003,-0.9255578546812767,0.18072976054732032,0.3278998191952327,0.33620689655172126
0.0,0.0,0.0,0.0,0.0,1.0,0.30387685290763955,0.49176934291490587,-0.8707255097727651,0.30387685290763955,0.8376760553441771,0.8448275862068894
1.0,0.0,1.0,1.0,0.0,1.0,0.9184720638540474,0.9321429034549257,-0.36209060680804883,0.9184720638540474,0.1713846644883581,0.18103448275861914
1.0,0.0,0.0,0.0,0.0,1.0,0.5610034207525653,0.2222902299746025,-0.9749805401431552,0.5610034207525653,0.6310344203031111,0.6293103448275809
0.0,1.0,1.0,0.0,0.0,1.0,0.019954389965792463,0.8402366374301573,0.5422198752536302,0.019954389965792463,0.03243879807770926,0.02586206896551702
0.0,1.0,1.0,1.0,0.0,1.0,0.45153933865450374,-0.552881471966485,-0.8332599102057969,0.45153933865450374,0.5076482767941077,0.4999999999999957
1.0,0.0,0.0,1.0,0.0,1.0,0.4116305587229188,0.9870392926516405,-0.1604787673237471,0.4116305587229188,0.5358555480262778,0.5431034482758574
1.0,1.0,0.0,1.0,0.0,1.0,0.8557582668186997,-0.9299893274603646,0.3675865215290391,0.8557582668186997,0.7548592156649897,0.7499999999999936
0.0,0.0,1.0,1.0,0.0,1.0,0.24515393386545029,-0.3037954991275517,0.9527372642601117,0.24515393386545029,0.18001483669506846,0.18103448275861914
1.0,0.0,0.0,0.0,0.0,1.0,0.09692132269099196,-0.991078506385532,0.13327938392948457,0.09692132269099196,0.4383113588669527,0.4396551724137893
1.0,1.0,1.0,0.0,0.0,1.0,0.7833523375142527,0.9947728058544846,0.10211299982076522,0.7833523375142527,0.9269993532395806,0.913793103448268
1.0,1.0,0.0,0.0,1.0,1.0,0.7063854047890532,-0.6901896123562107,-0.7236285642479737,0.7063854047890532,0.4953333820167746,0.508620689655168
1.0,0.0,0.0,1.0,0.0,1.0,0.33580387685290747,-0.8830069450624424,-0.4693599204997085,0.33580387685290747,0.5573640563640486,0.5689655172413745
0.0,1.0,0.0,0.0,1.0,1.0,0.6710376282782209,0.8445036989779864,-0.5355497198323406,0.6710376282782209,0.9216826321536892,0.9310344827586127
0.0,1.0,0.0,0.0,0.0,1.0,0.9515393386545035,-0.4377342622383299,-0.8991043964204962,0.9515393386545035,0.39259405676315773,0.3879310344827553
0.0,0.0,1.0,0.0,0.0,1.0,0.8523375142531352,-0.978984600593131,0.20393418497522237,0.8523375142531352,0.6052198239742065,0.6120689655172361
1.0,0.0,0.0,0.0,1.0,1.0,0.9184720638540474,0.9321429034549257,-0.36209060680804883,0.9184720638540474,0.8060599479622347,0.8189655172413723
0.0,0.0,1.0,0.0,0.0,1.0,0.9184720638540474,0.9321429034549257,-0.36209060680804883,0.9184720638540474,0.8543047891074458,0.862068965517234
0.0,0.0,1.0,1.0,0.0,1.0,0.45324971493728594,-0.6220335357315394,-0.7829906004706058,0.45324971493728594,0.25408315020005506,0.2586206896551702
0.0,1.0,1.0,1.0,1.0,1.0,0.6305587229190419,0.11177554198900935,0.9937334794667346,0.6305587229190419,0.8698231110698804,0.862068965517234
0.0,0.0,1.0,0.0,1.0,1.0,0.307867730900798,0.3094139931603835,-0.9509274319508016,0.307867730900798,0.3414923064468124,0.32758620689654894
1.0,1.0,0.0,1.0,0.0,1.0,0.45324971493728594,-0.6220335357315394,-0.7829906004706058,0.45324971493728594,0.9773492222227402,0.9913793103448191
0.0,1.0,0.0,0.0,0.0,1.0,0.33979475484606597,-0.958523120528468,-0.28501478455050083,0.33979475484606597,0.03367822353778212,0.02586206896551702
1.0,0.0,0.0,0.0,0.0,1.0,0.40877993158494846,0.9998261994970584,-0.01864325076988786,0.40877993158494846,0.6081657554420973,0.6120689655172361
0.0,0.0,1.0,0.0,0.0,1.0,0.6921322690992014,-0.04907454629868496,-0.9987951185831749,0.6921322690992014,0.980701081805655,0.9741379310344744
1.0,1.0,1.0,1.0,1.0,1.0,0.18472063854047882,0.187627346642737,-0.98224028566935,0.18472063854047882,0.19210330444975793,0.18103448275861914
0.0,0.0,1.0,1.0,1.0,1.0,0.11345496009122001,-0.5732258395378326,0.8193974230409484,0.11345496009122001,0.9251714108282552,0.913793103448268
0.0,0.0,1.0,1.0,1.0,1.0,0.05701254275940704,0.28687729110488874,-0.9579673375686257,0.05701254275940704,0.21227290317250236,0.1982758620689638
0.0,1.0,1.0,1.0,0.0,1.0,0.45153933865450374,-0.552881471966485,-0.8332599102057969,0.45153933865450374,0.5076482767941077,0.508620689655168
1.0,1.0,1.0,1.0,0.0,1.0,0.7548460661345492,0.0431780359383363,0.9990673937290256,0.7548460661345492,0.575076092358023,0.5689655172413745
0.0,1.0,0.0,1.0,1.0,1.0,0.45153933865450374,-0.552881471966485,-0.8332599102057969,0.45153933865450374,0.5805098539876241,0.5775862068965467
1.0,0.0,0.0,1.0,1.0,1.0,0.8551881413911055,-0.9400885969340179,0.34093024200652805,0.8551881413911055,0.8127344360610806,0.8103448275862
0.0,0.0,1.0,0.0,0.0,1.0,0.3848346636259975,0.3822012796772055,0.9240790993270579,0.3848346636259975,0.47691073839940157,0.48275862068965103
0.0,0.0,1.0,0.0,1.0,1.0,0.08950969213226906,-0.9720691580473273,-0.23469459297810957,0.08950969213226906,0.4314562675104285,0.4396551724137893
0.0,1.0,1.0,0.0,0.0,1.0,0.3289623717217786,-0.6744026010574804,-0.7383638206784681,0.3289623717217786,0.08262435613527377,0.09482758620689574
1.0,0.0,0.0,0.0,0.0,1.0,0.0883694412770809,-0.9571164765872052,-0.2897033832134067,0.0883694412770809,0.4440929271365702,0.4482758620689617
0.0,1.0,1.0,0.0,0.0,1.0,0.32839224629418456,-0.653083458365869,-0.7572859409819228,0.32839224629418456,0.08249526507837648,0.06896551724137871
0.0,1.0,0.0,1.0,0.0,1.0,0.30501710376282765,0.44135494185376073,-0.8973326112993237,0.30501710376282765,0.8057864107781324,0.8017241379310276
1.0,1.0,1.0,0.0,1.0,1.0,0.1482326111744583,0.9037477478764785,0.4280654251492322,0.1482326111744583,0.6270574953246576,0.6206896551724085
1.0,0.0,1.0,1.0,1.0,1.0,0.24116305587229178,-0.4866210852844388,0.8736131405585625,0.24116305587229178,0.9394267593805127,0.9310344827586127
0.0,0.0,0.0,0.0,0.0,1.0,0.11288483466362594,-0.5963477534597702,0.8027262029755133,0.11288483466362594,0.7323921549975326,0.7241379310344765
0.0,1.0,1.0,0.0,1.0,1.0,0.6710376282782209,0.8445036989779864,-0.5355497198323406,0.6710376282782209,0.9880036384909154,0.9913793103448191
1.0,1.0,0.0,1.0,0.0,1.0,0.4561003420752563,-0.7269490924901797,-0.6866913549242514,0.4561003420752563,0.9789388316223067,0.9655172413793021
0.0,0.0,1.0,0.0,1.0,1.0,0.28050171037628263,0.9937254500472337,0.11184690397334422,0.28050171037628263,0.3087235278734864,0.3017241379310319
1.0,0.0,1.0,0.0,1.0,1.0,0.8517673888255411,-0.9843994783263017,0.175947910106671,0.8517673888255411,0.020688367848017752,0.008620689655172339
0.0,1.0,0.0,0.0,1.0,1.0,0.3848346636259975,0.3822012796772055,0.9240790993270579,0.3848346636259975,0.6788063578893919,0.6724137931034425
0.0,0.0,0.0,0.0,1.0,1.0,0.3124287343215506,0.08641862381285541,-0.9962589128626614,0.3124287343215506,0.07713513331020255,0.0862068965517234
0.0,1.0,1.0,0.0,0.0,1.0,0.7725199543899653,0.7997543280341286,0.6003274229873891,0.7725199543899653,0.38447886964441774,0.37931034482758297
